PokedexNumber,Name,PrimaryType,SecondaryType,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed,HighestStat,HighestStatValue,EvolutionStage,Color,Height,Weight,DexEntry,Generation
681,Aegislash-Shield,Steel,Ghost,60,50,140,50,140,60,Defense,140,3,Brown,17,530,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.",6
682,Spritzee,Fairy,None,78,52,60,63,65,23,Hp,78,1,Pink,2,5,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.,6
683,Aromatisse,Fairy,None,101,72,72,99,89,29,Hp,101,2,Pink,8,155,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.",6
684,Swirlix,Fairy,None,62,48,66,59,57,49,Defense,66,1,White,4,35,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.",6
685,Slurpuff,Fairy,None,82,80,86,85,75,72,Defense,86,2,White,8,50,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.,6
686,Inkay,Dark,Psychic,53,54,53,37,46,45,Attack,54,1,Blue,4,35,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,6
687,Malamar,Dark,Psychic,86,92,88,68,75,73,Attack,92,2,Blue,15,470,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants.",6
688,Binacle,Rock,Water,42,52,67,39,56,50,Defense,67,1,Brown,5,310,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock.",6
689,Barbaracle,Rock,Water,72,105,115,54,86,68,Defense,115,2,Brown,13,960,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle.",6
690,Skrelp,Poison,Water,50,60,60,60,60,30,Attack,60,1,Brown,5,73,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.",6
691,Dragalge,Poison,Dragon,65,75,90,97,123,44,Special Defense,123,2,Brown,18,815,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.",6
692,Clauncher,Water,None,50,53,62,58,63,44,Special Defense,63,1,Blue,5,83,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.,6
693,Clawitzer,Water,None,71,73,88,120,89,59,Special Attack,120,2,Blue,13,353,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.,6
694,Helioptile,Electric,Normal,44,38,33,61,43,70,Speed,70,1,Yellow,5,60,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement.",6
695,Heliolisk,Electric,Normal,62,55,52,109,94,109,Special Attack,109,2,Yellow,10,210,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.,6
696,Tyrunt,Rock,Dragon,58,89,77,45,45,48,Attack,89,1,Brown,8,260,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild.",6
697,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,Attack,121,2,Red,25,2700,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.",6
698,Amaura,Rock,Ice,77,59,50,67,63,46,Hp,77,1,Blue,13,252,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.,6
699,Aurorus,Rock,Ice,123,77,72,99,92,58,Hp,123,2,Blue,27,2250,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice.",6
700,Sylveon,Fairy,None,95,65,65,110,130,60,Special Defense,130,2,Pink,10,235,It sends a soothing aura from its ribbonlike feelers to calm fights.,6
701,Hawlucha,Fighting,Flying,78,92,75,74,63,118,Speed,118,1,Green,8,215,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama.",6
702,Dedenne,Electric,Fairy,67,58,57,81,67,101,Speed,101,1,Yellow,2,22,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances.",6
703,Carbink,Rock,Fairy,50,50,150,50,150,50,Defense,150,1,Gray,3,57,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head.",6
704,Goomy,Dragon,None,45,50,35,55,75,40,Special Defense,75,1,Purple,3,28,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out.",6
705,Sliggoo,Dragon,None,68,75,53,83,113,60,Special Defense,113,2,Purple,8,175,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything.",6
706,Goodra,Dragon,None,90,100,70,110,150,80,Special Defense,150,3,Purple,20,1505,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime.",6
707,Klefki,Steel,Fairy,57,80,91,80,87,75,Defense,91,1,Gray,2,30,These key collectors threaten any attackers by fiercely jingling their keys at them.,6
708,Phantump,Ghost,Grass,43,70,48,50,60,38,Attack,70,1,Brown,4,70,These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.,6
709,Trevenant,Ghost,Grass,85,110,76,65,82,56,Attack,110,2,Brown,15,710,"It can control trees at will. It will trap people who harm the forest, so they can never leave.",6
710,Pumpkaboo-Average,Ghost,Grass,49,66,70,44,55,51,Defense,70,1,Brown,4,50,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.",6
711,Gourgeist-Average,Ghost,Grass,65,90,122,58,75,84,Defense,122,2,Brown,9,125,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.",6
712,Bergmite,Ice,None,55,69,85,32,35,28,Defense,85,1,Blue,10,995,It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.,6
713,Avalugg,Ice,None,95,117,184,44,46,28,Defense,184,2,Blue,20,5050,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.,6
714,Noibat,Flying,Dragon,40,30,35,45,40,55,Speed,55,1,Purple,5,80,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz.",6
715,Noivern,Flying,Dragon,85,70,80,97,80,123,Speed,123,2,Purple,15,850,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.,6
716,Xerneas,Fairy,None,126,131,95,131,98,99,Attack,131,1,Blue,30,2150,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,6
717,Yveltal,Dark,Flying,126,131,95,131,98,99,Attack,131,1,Red,58,2030,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.",6
718,Zygarde-50,Dragon,Ground,108,100,121,81,95,95,Defense,121,1,Green,50,3050,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power.",6
719,Diancie,Rock,Fairy,50,100,150,100,150,50,Defense,150,1,Pink,7,88,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",6
720,Hoopa,Psychic,Ghost,80,110,60,150,130,70,Special Attack,150,1,Purple,5,90,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space.",6
721,Volcanion,Fire,Water,80,110,120,130,90,70,Special Attack,130,1,Brown,17,1950,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.,6
722,Rowlet,Grass,Flying,68,55,55,50,50,42,Hp,68,1,Brown,3,15,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.",7
723,Dartrix,Grass,Flying,78,75,75,70,70,52,Hp,78,2,Brown,7,160,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.",7
724,Decidueye,Grass,Ghost,78,107,75,100,100,70,Attack,107,3,Brown,16,366,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.",7
725,Litten,Fire,None,45,65,40,60,40,70,Speed,70,1,Red,4,43,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.",7
726,Torracat,Fire,None,65,85,50,80,50,90,Speed,90,2,Red,7,250,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire.",7
727,Incineroar,Fire,Dark,95,115,90,80,90,60,Attack,115,3,Red,18,830,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance.",7
728,Popplio,Water,None,50,54,54,66,56,40,Special Attack,66,1,Blue,4,75,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker.",7
729,Brionne,Water,None,60,69,69,91,81,50,Special Attack,91,2,Blue,6,175,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.",7
730,Primarina,Water,Fairy,80,74,74,126,116,60,Special Attack,126,3,Blue,18,440,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.,7
731,Pikipek,Normal,Flying,35,75,30,30,30,65,Attack,75,1,Black,3,12,It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.,7
732,Trumbeak,Normal,Flying,55,85,50,40,50,75,Attack,85,2,Black,6,148,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.",7
733,Toucannon,Normal,Flying,80,120,75,75,75,60,Attack,120,3,Black,11,260,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.",7
734,Yungoos,Normal,None,48,70,30,30,30,45,Attack,70,1,Brown,4,60,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.",7
735,Gumshoos,Normal,None,88,110,60,55,60,45,Attack,110,2,Brown,7,142,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall.",7
736,Grubbin,Bug,None,47,62,45,55,45,46,Attack,62,1,Gray,4,44,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.,7
737,Charjabug,Bug,Electric,57,82,95,55,75,36,Defense,95,2,Green,5,105,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around.",7
738,Vikavolt,Bug,Electric,77,70,90,145,75,43,Special Attack,145,3,Blue,15,450,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.",7
739,Crabrawler,Fighting,None,47,82,57,42,47,63,Attack,82,1,Purple,6,70,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.",7
740,Crabominable,Fighting,Ice,97,132,77,62,67,43,Attack,132,2,White,17,1800,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.",7
741,Oricorio-Baile,Fire,Flying,75,70,70,98,70,93,Special Attack,98,1,Red,6,34,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",7
742,Cutiefly,Bug,Fairy,40,45,40,55,40,84,Speed,84,1,Yellow,1,2,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom.",7
743,Ribombee,Bug,Fairy,60,55,60,95,70,124,Speed,124,2,Yellow,2,5,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.",7
744,Rockruff,Rock,None,45,65,40,30,40,60,Attack,65,1,Brown,5,92,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.",7
745,Lycanroc-Midday,Rock,None,75,115,65,55,65,112,Attack,115,2,Brown,8,250,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.",7
746,Wishiwashi-Solo,Water,None,45,20,20,25,25,40,Hp,45,1,Blue,2,3,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.",7
747,Mareanie,Poison,Water,50,53,62,43,52,45,Defense,62,1,Blue,4,80,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.",7
748,Toxapex,Poison,Water,50,63,152,53,142,35,Defense,152,2,Blue,7,145,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.,7
749,Mudbray,Ground,None,70,100,70,45,55,45,Attack,100,1,Brown,10,1100,The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.,7
750,Mudsdale,Ground,None,100,125,100,55,85,35,Attack,125,2,Brown,25,9200,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.",7
751,Dewpider,Water,Bug,38,40,52,40,72,27,Special Defense,72,1,Green,3,40,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.,7
752,Araquanid,Water,Bug,68,70,92,50,132,42,Special Defense,132,2,Green,18,820,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown.",7
753,Fomantis,Grass,None,40,55,35,50,35,35,Attack,55,1,Pink,3,15,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.",7
754,Lurantis,Grass,None,70,105,90,80,90,45,Attack,105,2,Pink,9,185,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby.",7
755,Morelull,Grass,Fairy,40,35,55,65,75,15,Special Defense,75,1,Purple,2,15,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.,7
